board,company,title,location,url,source,ats,id,pay,benchmark
greenhouse,Dcard,GNTC - Enterprise Sales & Partnerships Manager - AI Platform,"Taipei, Taiwan",https://job-boards.greenhouse.io/dcard/jobs/8168616,,greenhouse,8168616,not stated,market: no benchmark for this role family
greenhouse,Discord,"Engineering Manager, Notifications",Remote,https://job-boards.greenhouse.io/discord/jobs/8537955002,greenhouse:discord,sqlite,8537955002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Discord,"Engineering Manager, Revenue",Remote,https://job-boards.greenhouse.io/discord/jobs/8502342002,greenhouse:discord,sqlite,8502342002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,GitLab,"Site Reliability Engineer, Infrastructure Platforms — UK (Intermediate to Senior Staff)",Remote,https://job-boards.greenhouse.io/gitlab/jobs/8773546002,greenhouse:gitlab,sqlite,8773546002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,GitLab,Staff Software Engineer,Remote,https://job-boards.greenhouse.io/gitlab/jobs/8754823002,greenhouse:gitlab,sqlite,8754823002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,GitLab,Staff Software Engineer,Remote,https://job-boards.greenhouse.io/gitlab/jobs/8755304002,greenhouse:gitlab,sqlite,8755304002,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,Marketing Data Science Manager,Remote,https://job-boards.greenhouse.io/mozilla/jobs/8126756,,greenhouse,8126756,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)"
greenhouse,Mozilla,"Senior Backend Engineer, Ecosystems",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8089088,,greenhouse,8089088,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,"Senior Mobile Engineer, iOS",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8109590,,greenhouse,8109590,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,"Senior Security Engineer, Bug Bounty",Remote,https://job-boards.greenhouse.io/mozilla/jobs/7838202,,greenhouse,7838202,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,"Senior Software Engineer, Cloud Engineering",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8031378,,greenhouse,8031378,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,"Senior Solutions Engineer (DACH), Firefox Enterprise",Remote,https://job-boards.greenhouse.io/mozilla/jobs/7921523,,greenhouse,7921523,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,Senior Staff Data Engineer,Remote,https://job-boards.greenhouse.io/mozilla/jobs/8180971,,greenhouse,8180971,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,"Staff Data Scientist, Ads",Remote,https://job-boards.greenhouse.io/mozilla/jobs/7114644,,greenhouse,7114644,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)"
greenhouse,Mozilla,Staff Operations Engineer,Remote,https://job-boards.greenhouse.io/mozilla/jobs/7973023,,greenhouse,7973023,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,"Staff Product Engineer, Enterprise AI",Remote,https://job-boards.greenhouse.io/mozilla/jobs/8174313,,greenhouse,8174313,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Mozilla,Staff Security GRC Engineer,Remote,https://job-boards.greenhouse.io/mozilla/jobs/8103947,,greenhouse,8103947,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,OKX,Senior AI Creative Innovator (Paid Ads),Remote Roles - APAC,https://job-boards.greenhouse.io/okx/jobs/7774756003,,greenhouse,7774756003,not stated,market: no benchmark for this role family
greenhouse,Stripe,Android BSP Engineer,"Taipei, Taiwan",https://stripe.com/jobs/search?gh_jid=8074125,greenhouse:stripe,sqlite,8074125,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Stripe,Firmware Engineer,Taipei City,https://stripe.com/jobs/search?gh_jid=8040825,greenhouse:stripe,sqlite,8040825,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Stripe,"Integration Engineer, Metronome",Remote,https://stripe.com/jobs/search?gh_jid=8080454,greenhouse:stripe,sqlite,8080454,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Stripe,Risk Operations Analyst,Remote,https://stripe.com/jobs/search?gh_jid=7230921,greenhouse:stripe,sqlite,7230921,not stated,"market: ~NT$60,000-90,000/month for analyst roles in Taipei"
greenhouse,Stripe,Senior Mechanical and Industrial Design Engineer,"Taipei,Taiwan",https://stripe.com/jobs/search?gh_jid=8170920,greenhouse:stripe,sqlite,8170920,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,Stripe,Software Quality Assurance Engineer,"Taipei,Taiwan",https://stripe.com/jobs/search?gh_jid=8153331,greenhouse:stripe,sqlite,8153331,not stated,"market: ~NT$80,000-120,000/month for software engineers in Taipei"
greenhouse,WorldQuant,Data Scientist,Taipei,https://job-boards.greenhouse.io/worldquant/jobs/4069485006,,greenhouse,4069485006,not stated,"market: ~NT$100,000/month median Taipei (NT$79,000 at the 25th percentile)"
greenhouse,WorldQuant,Quantitative Researcher,Taipei,https://job-boards.greenhouse.io/worldquant/jobs/4069484006,,greenhouse,4069484006,not stated,"market: ~NT$110,000/month entry (NT$1.33M/yr), higher with bonus"
greenhouse,WorldQuant,"Quantitative Researcher, Quant Macro",Taipei,https://job-boards.greenhouse.io/worldquant/jobs/4372598006,,greenhouse,4372598006,not stated,"market: ~NT$110,000/month entry (NT$1.33M/yr), higher with bonus"
